Mod:Item:MetaData, Localized Name
netherex:enoki_mushroom, Enoki Mushroom
netherex:dull_mirror, Dull Mirror
netherex:withered_amedian_sword, Withered Amedian Sword
netherex:withered_amedian_pickaxe, Withered Amedian Pickaxe
netherex:withered_amedian_shovel, Withered Amedian Shovel
netherex:withered_amedian_axe, Withered Amedian Axe
netherex:withered_amedian_hoe, Withered Amedian Hoe
netherex:withered_amedian_hammer, Withered Amedian Hammer
netherex:blazed_amedian_sword, Blazed Amedian Sword
netherex:blazed_amedian_pickaxe, Blazed Amedian Pickaxe
netherex:blazed_amedian_shovel, Blazed Amedian Shovel
netherex:blazed_amedian_axe, Blazed Amedian Axe
netherex:blazed_amedian_hoe, Blazed Amedian Hoe
netherex:blazed_amedian_hammer, Blazed Amedian Hammer
netherex:frosted_amedian_sword, Frosted Amedian Sword
netherex:frosted_amedian_pickaxe, Frosted Amedian Pickaxe
netherex:frosted_amedian_shovel, Frosted Amedian Shovel
netherex:frosted_amedian_axe, Frosted Amedian Axe
netherex:frosted_amedian_hoe, Frosted Amedian Hoe
netherex:frosted_amedian_hammer, Frosted Amedian Hammer
netherex:wither_bone_helmet, Wither Bone Helmet
netherex:wither_bone_chestplate, Wither Bone Chestplate
netherex:wither_bone_leggings, Wither Bone Leggings
netherex:wither_bone_boots, Wither Bone Boots
netherex:orange_salamander_hide_helmet, Orange Salamander Hide Helmet
netherex:orange_salamander_hide_chestplate, Orange Salamander Hide Chestplate
netherex:orange_salamander_hide_leggings, Orange Salamander Hide Leggings
netherex:orange_salamander_hide_boots, Orange Salamander Hide Boots
netherex:black_salamander_hide_helmet, Black Salamander Hide Helmet
netherex:black_salamander_hide_chestplate, Black Salamander Hide Chestplate
netherex:black_salamander_hide_leggings, Black Salamander Hide Leggings
netherex:black_salamander_hide_boots, Black Salamander Hide Boots
oresabovediamonds:amethyst, §dLolite
oresabovediamonds:black_opal, §5Black Opal
oresabovediamonds:amethyst_sword, §dLolite Sword
oresabovediamonds:black_opal_sword, §5Black Opal Sword
oresabovediamonds:amethyst_pickaxe, §dLolite Pickaxe
oresabovediamonds:black_opal_pickaxe, §5Black Opal Pickaxe
oresabovediamonds:amethyst_shovel, §dLolite Shovel
oresabovediamonds:black_opal_shovel, §5Black Opal Shovel
oresabovediamonds:amethyst_axe, §dLolite Axe
oresabovediamonds:black_opal_axe, §5Black Opal Axe
oresabovediamonds:amethyst_hoe, §dLolite Hoe
oresabovediamonds:black_opal_hoe, §5Black Opal Hoe
oresabovediamonds:amethyst_helmet, §dLolite Helmet
oresabovediamonds:amethyst_chestplate, §dLolite Chestplate
oresabovediamonds:amethyst_leggings, §dLolite leggings
oresabovediamonds:amethyst_boots, §dLolite Boots
oresabovediamonds:black_opal_helmet, §5Black Opal Helmet
oresabovediamonds:black_opal_chestplate, §5Black Opal Chestplate
oresabovediamonds:black_opal_leggings, §5Black Opal Leggings
oresabovediamonds:black_opal_boots, §5Black Opal Boots
oresabovediamonds:amethyst_block, §dLolite Block
oresabovediamonds:black_opal_block, §5Black Opal Block
oresabovediamonds:amethyst_ore, §dLolite Ore
oresabovediamonds:black_opal_ore, §5Black Opal Ore
oresabovediamonds:nether_amethyst_ore, §dNether Lolite Ore
oresabovediamonds:nether_black_opal_ore, §5Nether Black Opal Ore
oresabovediamonds:end_amethyst_ore, §dEnd Lolite Ore
oresabovediamonds:end_black_opal_ore, §5End Black Opal Ore
srparasites:infestedstain, Infested Dirt
srparasites:infestremain, Infested Residue
srparasites:infestedtrunk, Infested Log
srparasites:infestedrubble, Infested Stone
srparasites:infestedbush:0, Infested Vein Thorns
srparasites:infestedbush:1, Infested Vein Branches
srparasites:infestedbush:2, Infested Vein Sprout
srparasites:infestedbush:3, Infested Veins Bush
srparasites:infestedbush:4, Infested Vein Coil
srparasites:infestedbush:5, Infested Vein Roots
srparasites:bloodyice, Bloody Ice
srparasites:biomeheart, Hive Core
srparasites:colonyheart, Parasitic Colony Core
srparasites:colonyoutpost, Parasitic Colony Outpost
srparasites:biomepurifier, §bBiome Purifier
srparasites:parasitebush:0, Capillary Net
srparasites:parasitebush:1, Nerve Ringlet
srparasites:parasitebush:2, Parasitic Vesicle
srparasites:parasitebush:3, Terminal Blinder
srparasites:parasitebush:4, Small Incisor
srparasites:parasitecanister:0, §aBladder Sac
srparasites:parasitecanister:1, Vacuous Cyst
srparasites:parasitecanister:2, Grotesque Lump
srparasites:parasitecanister:3, Sac of Flesh
srparasites:parasitetrunk:0, Bruisewood Log
srparasites:parasitetrunk:1, Veinwood Log
srparasites:parasitetrunk:2, Darkwood Log
srparasites:parasitestain:0, Hivesoil
srparasites:parasitestain:1, Visceral Mud
srparasites:parasitestain:2, Flesh Chunk
srparasites:parasitestain:3, Compressed Arteries
srparasites:parasiterubble:0, Concentrated Flesh Chunk
srparasites:parasiterubble:1, Fortified Bone
srparasites:parasiterubble:2, Hivestone
srparasites:parasiterubble:3, Hivestone Debris
srparasites:parasiterubble:4, Consumed Wood
srparasites:parasiterubble:5, Hivestone Bricks
srparasites:parasiterubble:6, Hivesteel
srparasites:parasiterubble:7, Bleeding Obsidian
srparasites:parasiterubble:8, Assimilated Fungus
srparasites:parasitestructure, Incomplete Parasitic Colony Structure
srparasites:parasitethin, Thin Parasitic Log
srparasites:parasitesapling:0, Veinwood Sapling
srparasites:parasitesapling:1, Eyesore Sapling
srparasites:parasitesapling:2, Darkwood Sapling
srparasites:parasitemouth, Maw
srparasites:parasiterubbledense:0, Compressed Hivestone
srparasites:parasiterubbledense:1, Reinforced Hivestone
srparasites:parasiterubbledense:2, Parasitic Compressed Colony Stone
srparasites:parasiterubble_bonestairs, Fortified Bone Stairs
srparasites:parasitestain_fleshstairs, Flesh Chunk Stairs
srparasites:parasiterubble_slabdouble, Fortified Bone
srparasites:parasitetendril, Parasitic Tendril
srparasites:parasitefog, Fog
srparasites:srpweb:0, §8Thin Webbing
srparasites:srpweb:1, §aToxicant Webbing
srparasites:srpweb:2, §8Tarnished Webbing
srparasites:evolutionlure:0, Lure (§4Weakened§f)
srparasites:evolutionlure:1, Lure (§cFaint§f)
srparasites:evolutionlure:2, Lure (§6Slender§f)
srparasites:evolutionlure:3, Lure (§eStable§f)
srparasites:evolutionlure:4, Lure (§2Substantial§f)
srparasites:evolutionlure:5, Lure (§aConcentrated§f)
srparasites:evolutionlure:6, §fLure (§bWicked§f)
srparasites:evolutionlure:7, §fLure (§dAbstract§f)
srparasites:evolutionlure:8, §fLure (§9Ultimate§f)
srparasites:evolutionlure:9, §fLure (§5Absolute§f)
srparasites:tunnel, Tunnel
srparasites:gore:0, Assimilated Remains (S)
srparasites:gore:1, Assimilated Remains (L)
srparasites:gore:2, Primitive Remains (S)
srparasites:gore:3, Primitive Remains (L)
srparasites:gore:4, Adapted Remains (S)
srparasites:gore:5, Adapted Remains (L)
srparasites:gore:6, Pure Remains (S)
srparasites:gore:7, Pure Remains (L)
srparasites:gore:8, Assimilated Remains (M)
srparasites:gore:9, Primitive Remains (M)
srparasites:gore:10, Adapted Remains (M)
srparasites:gore:11, Pure Remains (M)
srparasites:canisteractive, Gluttonous Cyst
srparasites:dispatchern, §cDispatcher Nidus
srparasites:infestedore:0, Pestilential Coal Ore
srparasites:infestedore:1, Pestilential Diamond Ore
srparasites:infestedore:2, Pestilential Emerald Ore
srparasites:infestedore:3, Pestilential Gold Ore
srparasites:infestedore:4, Pestilential Iron Ore
srparasites:infestedore:5, Pestilential Lapis Lazuli Ore
srparasites:infestedore:6, Pestilential Redstone Ore
srparasites:infestedore:7, Pestilential Ore
srparasites:ada_summoner_drop, §bSummoner Core
srparasites:ada_yelloweye_drop, §bYelloweye Bone
srparasites:ada_manducater_drop, §bManducater Orb
srparasites:ada_reeker_drop, §bReeker Fang
srparasites:ada_longarms_drop, §bLongarm Armor Fragment
srparasites:ada_bolster_drop, §bBolster Husk
srparasites:ada_arachnida_drop, §bArachnida Claw
srparasites:ada_devourer_drop, §bDevourer Tentacle
srparasites:assimilated_flesh, Infected Flesh
srparasites:beckon_drop, §aBeckon Membrane
srparasites:dispatcher_drop, §cDispatcher Membrane
srparasites:itemtab, §dNULL
srparasites:itemassimilate, Assimilation Wand
srparasites:itemevolve, Evolution Wand
srparasites:itemdevolve, Devolution Wand
srparasites:itemvariant, Variant Wand
srparasites:itemthrow, §6Quench
srparasites:evclock, §cBloody Clock
srparasites:nodecompass, §cNode Compass
srparasites:dried_tendons, §eDried Tendons
srparasites:hardened_bone_handle, §eHardened Bone Handle
srparasites:infectious_blade_fragment, §eInfectious Blade Fragment
srparasites:living_core, §eLiving Core
srparasites:vile_shell, §eVile Shell
srparasites:bone, §eStrange Bone
srparasites:lurecomponent1, §bRupter Viscera
srparasites:lurecomponent2, §bDiseased Heart
srparasites:lurecomponent3, §bAltered Tendons
srparasites:lurecomponent4, §bToxic Lung
srparasites:lurecomponent5, §bNoxious Brain
srparasites:lurecomponent6, §bEssential Segment
srparasites:itemmobspawner_dorpa, Spawn Assimilated Big Spider
srparasites:itemmobspawner_infsquid, Spawn Assimilated Squid
srparasites:itemmobspawner_infbear, Spawn Assimilated Bear
srparasites:itemmobspawner_infhuman, Spawn Assimilated Human
srparasites:itemmobspawner_infhumanhead, Spawn Walking Human Head
srparasites:itemmobspawner_infenderman, Spawn Assimilated Enderman 
srparasites:itemmobspawner_infendermanhead, Spawn Walking Enderman Head
srparasites:itemmobspawner_infcow, Spawn Assimilated Cow
srparasites:itemmobspawner_infcowhead, Spawn Walking Cow Head
srparasites:itemmobspawner_infsheep, Spawn Assimilated Sheep
srparasites:itemmobspawner_infsheephead, Spawn Walking Sheep Head
srparasites:itemmobspawner_infwolf, Spawn Assimilated Wolf
srparasites:itemmobspawner_infwolfhead, Spawn Walking Wolf Head
srparasites:itemmobspawner_infpig, Spawn Assimilated Pig
srparasites:itemmobspawner_infpighead, Spawn Walking Pig Head
srparasites:itemmobspawner_infvillager, Spawn Assimilated Villager
srparasites:itemmobspawner_infvillagerhead, Spawn Walking Villager Head
srparasites:itemmobspawner_inhoos, Spawn Small Incomplete Form
srparasites:itemmobspawner_inhoom, Spawn Medium Incomplete Form
srparasites:itemmobspawner_infhorse, Spawn Assimilated Horse
srparasites:itemmobspawner_infhorsehead, Spawn Walking Horse Head
srparasites:itemmobspawner_infplayer, Spawn Assimilated Adventurer
srparasites:itemmobspawner_infplayerhead, Spawn Walking Adventurer Head
srparasites:itemmobspawner_infdragone, Spawn Assimilated Ender Dragon
srparasites:itemmobspawner_infdragonehead, Spawn Walking Ender Dragon Head
srparasites:itemmobspawner_ferbear, Spawn Feral Bear
srparasites:itemmobspawner_ferhuman, Spawn Feral Human
srparasites:itemmobspawner_fercow, Spawn Feral Cow
srparasites:itemmobspawner_ferenderman, Spawn Feral Enderman
srparasites:itemmobspawner_ferhorse, Spawn Feral Horse
srparasites:itemmobspawner_ferpig, Spawn Feral Pig
srparasites:itemmobspawner_fersheep, Spawn Feral Sheep
srparasites:itemmobspawner_fervillager, Spawn Feral Villager
srparasites:itemmobspawner_ferwolf, Spawn Feral Wolf
srparasites:itemmobspawner_higolem, Spawn Hijacked Golem
srparasites:itemmobspawner_hiblaze, Spawn Hijacked Blaze
srparasites:itemmobspawner_hiskeleton, Spawn Hijacked Skeleton
srparasites:itemmobspawner_host, Spawn Host
srparasites:itemmobspawner_hostii, Spawn Herd
srparasites:itemmobspawner_heed, Spawn Heed
srparasites:itemmobspawner_cruxa, Spawn Crux
srparasites:itemmobspawner_mes, Spawn Thrall
srparasites:itemmobspawner_lesh, Spawn Moving Flesh
srparasites:itemmobspawner_shyco, Spawn Primitive Longarms
srparasites:itemmobspawner_canra, Spawn Primitive Summoner
srparasites:itemmobspawner_nogla, Spawn Primitive Reeker
srparasites:itemmobspawner_hull, Spawn Primitive Manducater
srparasites:itemmobspawner_emana, Spawn Primitive Yelloweye
srparasites:itemmobspawner_bano, Spawn Primitive Bolster
srparasites:itemmobspawner_wymo, Spawn Primitive Tozoon 
srparasites:itemmobspawner_iki, Spawn Primitive Vermin
srparasites:itemmobspawner_ranrac, Spawn Primitive Arachnida
srparasites:itemmobspawner_lum, Spawn Primitive Devourer
srparasites:itemmobspawner_shycoadapted, Spawn Adapted Longarms
srparasites:itemmobspawner_canraadapted, Spawn Adapted Summoner
srparasites:itemmobspawner_noglaadapted, Spawn Adapted Reeker
srparasites:itemmobspawner_hulladapted, Spawn Adapted Manducater
srparasites:itemmobspawner_emanaadapted, Spawn Adapted Yelloweye
srparasites:itemmobspawner_banoadapted, Spawn Adapted Bolster
srparasites:itemmobspawner_ranracadapted, Spawn Adapted Arachnida
srparasites:itemmobspawner_lodo, Spawn Buglin
srparasites:itemmobspawner_mudo, Spawn Rupter
srparasites:itemmobspawner_nuuh, Spawn Mangler
srparasites:itemmobspawner_ata, Spawn Gnat
srparasites:itemmobspawner_rathol, Spawn Heavy Carrier
srparasites:itemmobspawner_gothol, Spawn Light Carrier
srparasites:itemmobspawner_buthol, Spawn Flying Carrier
srparasites:itemmobspawner_anged, Spawn Vigilante
srparasites:itemmobspawner_venkrol, Spawn Beckon Stage I
srparasites:itemmobspawner_venkrolsii, Spawn Beckon Stage II
srparasites:itemmobspawner_venkrolsiii, Spawn Beckon Stage III
srparasites:itemmobspawner_venkrolsiv, Spawn Beckon Stage IV
srparasites:itemmobspawner_tonro, Spawn Kyphosis
srparasites:itemmobspawner_unvo, Spawn Sentry 
srparasites:itemmobspawner_nak, Spawn Seizer
srparasites:itemmobspawner_dod, Spawn Dispatcher Stage I
srparasites:itemmobspawner_dodsii, Spawn Dispatcher Stage II
srparasites:itemmobspawner_dodsiii, Spawn Dispatcher Stage III
srparasites:itemmobspawner_dodsiv, Spawn Dispatcher Stage IV
srparasites:itemmobspawner_alafha, Spawn Overseer
srparasites:itemmobspawner_ganro, Spawn Warden
srparasites:itemmobspawner_omboo, Spawn Light Bomber
srparasites:itemmobspawner_esor, Spawn Marauder
srparasites:itemmobspawner_orch, Spawn Monarch 
srparasites:itemmobspawner_flog, Spawn Grunt
srparasites:itemmobspawner_jinjo, Spawn Heavy Bomber
srparasites:itemmobspawner_pheon, Spawn Haunter
srparasites:itemmobspawner_vesta, Spawn Colony Carrier
srparasites:itemmobspawner_lencia, Spawn Bogle
srparasites:itemmobspawner_elvia, Spawn Wraith
srparasites:itemmobspawner_oronco, Spawn Ancient Dreadnaut
srparasites:itemmobspawner_terla, Spawn Ancient Overlord
srparasites:itemmobspawner_pod, Spawn Pod
srparasites:weapon_scythe, §eLiving Scythe
srparasites:weapon_scythe_sentient, §6Sentient Greatscythe
srparasites:weapon_axe, §eLiving Axe
srparasites:weapon_axe_sentient, §6Sentient Greataxe
srparasites:weapon_sword, §eLiving Sword
srparasites:weapon_sword_sentient, §6Sentient Greatsword
srparasites:weapon_cleaver, §eLiving Cleaver
srparasites:weapon_cleaver_sentient, §6Sentient Greatcleaver
srparasites:weapon_bow, §eLiving Bow
srparasites:weapon_bow_sentient, §6Sentient Greatbow
srparasites:weapon_maul, §eLiving Maul 
srparasites:weapon_maul_sentient, §6Sentient Greatmaul
srparasites:weapon_lance, §eLiving Lance
srparasites:weapon_lance_sentient, §6Sentient Greatlance
srparasites:armor_helm, §eLiving Helmet
srparasites:armor_chest, §eLiving Chestplate
srparasites:armor_pants, §eLiving Leggings
srparasites:armor_boots, §eLiving Boots
srparasites:armor_helm_sentient, §6Sentient Helmet
srparasites:armor_chest_sentient, §6Sentient Chestplate
srparasites:armor_pants_sentient, §6Sentient Leggings
srparasites:armor_boots_sentient, §6Sentient Boots
srparasites:parasiterubble_slabhalf:0, Fortified Bone Slab
playerplates:obsidian_plate, Obsidian Player Pressure Plate
playerplates:mossy_plate, Mossy Cobble Pressure Plate
playerplates:invisible_obsidian_plate, Obsidian Pressure Plate (Invisible)
playerplates:invisible_mossy_plate, Mossy Cobble Pressure Plate (Invisible)
primitivemobs:camouflage_dye, Camouflage Dye
primitivemobs:camouflage_helmet, Camouflage Helmet
primitivemobs:camouflage_chestplate, Camouflage Chestplate
primitivemobs:camouflage_boots, Camouflage Boots
primitivemobs:camouflage_leggings, Camouflage Leggings
primitivemobs:dodo, Raw Dodo
primitivemobs:cooked_dodo, Cooked Dodo
primitivemobs:dodo_egg, Dodo Egg
primitivemobs:mimic_orb, Mimic Orb
primitivemobs:goblin_mace, Goblin Mace
primitivemobs:wonder_sap, Wonder Sap
primitivemobs:spider_egg, Spider Egg
primitivemobs:mysteryegg1, Mystery Egg
primitivemobs:mysteryegg2, Mystery Egg
primitivemobs:mysteryegg3, Mystery Egg
primitivemobs:spider_eggshell, Spider Egg Shell
progressivebosses:nether_star_shard, Nether Star Shard
rbm2:upgradebase,  Upgrade-Base
rbm2:ironupgrade,  §7Iron-Upgrade
rbm2:goldupgrade,  §6Gold-Upgrade
rbm2:diamondupgrade,  §bDiamond-Upgrade
rbm2:emeraldupgrade,  §2Emerald-Upgrade
rbm2:obsidianupgrade,  §3Obsidian-Upgrade
rbm2:bedrockupgrade,  §dBedrock-Upgrade(Creative Only(Will/Might be removed))
rbm2:ironoakplanks,  Iron Reinforced Oak Planks
rbm2:ironbirchplanks,  Iron Reinforced Birch Planks
rbm2:ironspruceplanks,  Iron Reinforced Spruce Planks
rbm2:ironjungleplanks,  Iron Reinforced Jungle Planks
rbm2:ironacaciaplanks,  Iron Reinforced Acacia Planks
rbm2:irondarkoakplanks,  Iron Reinforced Dark Oak Planks
rbm2:ironstone, Iron Reinforced Stone
rbm2:ironandesite, Iron Reinforced Andesite
rbm2:irongranite, Iron Reinforced Granite
rbm2:irondorite, Iron Reinforced Diorite
rbm2:ironpolishedandesite, Iron Reinforced Polished Andesite
rbm2:ironpolishedgranite, Iron Reinforced Polished Granite
rbm2:ironpolisheddorite, Iron Reinforced Polished Diorite
rbm2:ironcobble, Iron Reinforced Cobblestone
rbm2:ironmossycobble, Iron Reinforced Moss Stone
rbm2:ironsandstone, Iron Reinforced Sandstone
rbm2:ironbricks, Iron Reinforced Bricks
rbm2:ironendstone, Iron Reinforced End Stone
rbm2:ironendstonebrick, Iron Reinforced End Stone Bricks
rbm2:ironnetherbrick, Iron Reinforced Nether Brick
rbm2:ironnetherrack, Iron Reinforced Netherrack
rbm2:ironpurpur, Iron Reinforced Purpur
rbm2:ironpurpurpillar, Iron Reinforced Purpur Pillar
rbm2:ironquartzblock, Iron Reinforced Block Of Quartz
rbm2:ironsandstonechisled, Iron Reinforced Chiseled Sandstone
rbm2:ironsandstonesmooth, Iron Reinforced Smooth Sandstone
rbm2:ironredsandstonechisled, Iron Reinforced Chiseled Red Sandstone 
rbm2:ironredsandstonesmooth, Iron Reinforced Smooth Red Sandstobe 
rbm2:ironredsandstone, Iron Reinforced Red Sandstone
rbm2:ironstonebrick, Iron Reinforced Stone Bricks
rbm2:ironstonebrickcracked, Iron Reinforced Cracked Stone Bricks
rbm2:ironstonebrickmossy, Iron Reinforced Mossy Stone Bricks
rbm2:ironstonebrickchiseled, Iron Reinforced Chiseled Stone Bricks
rbm2:ironterracotta, Iron Reinforced Terracotta
rbm2:ironterracottawhite, Iron Reinforced White Terracotta
rbm2:ironterracottaorange, Iron Reinforced Orange Terracotta
rbm2:ironterracottamagenta, Iron Reinforced Magenta Terracotta
rbm2:ironterracottalightblue, Iron Reinforced Light Blue Terracotta
rbm2:ironterracottayellow, Iron Reinforced Yellow Terracotta
rbm2:ironterracottalime, Iron Reinforced Lime Terracotta
rbm2:ironterracottapink, Iron Reinforced Pink Terracotta
rbm2:ironterracottagray, Iron Reinforced Gray Terracotta
rbm2:ironterracottalightgray, Iron Reinforced Light Gray Terracotta
rbm2:ironterracottacyan, Iron Reinforced Cyan Terracotta
rbm2:ironterracottapurple, Iron Reinforced Purple Terracotta
rbm2:ironterracottablue, Iron Reinforced Blue Terracotta
rbm2:ironterracottabrown, Iron Reinforced Brown Terracotta
rbm2:ironterracottagreen, Iron Reinforced Green Terracotta
rbm2:ironterracottared, Iron Reinforced Red Terracotta
rbm2:ironterracottablack, Iron Reinforced Black Terracotta
rbm2:goldoakplanks,  Gold Reinforced Oak Planks
rbm2:goldbirchplanks,  Gold Reinforced Birch Planks
rbm2:goldspruceplanks,  Gold Reinforced Spruce Planks
rbm2:goldjungleplanks,  Gold Reinforced Jungle Planks
rbm2:goldacaciaplanks,  Gold Reinforced Acacia Planks
rbm2:golddarkoakplanks,  Gold Reinforced Dark Oak Planks
rbm2:goldstone, Gold Reinforced Stone
rbm2:goldandesite, Gold Reinforced Andesite
rbm2:goldgranite, Gold Reinforced Granite
rbm2:golddorite, Gold Reinforced Diorite
rbm2:goldpolishedandesite, Gold Reinforced Polished Andesite
rbm2:goldpolishedgranite, Gold Reinforced Polished Granite
rbm2:goldpolisheddorite, Gold Reinforced Polished Diorite
rbm2:goldcobble, Gold Reinforced Cobblestone
rbm2:goldmossycobble, Gold Reinforced Moss Stone
rbm2:goldsandstone, Gold Reinforced Sandstone
rbm2:goldbricks, Gold Reinforced Bricks
rbm2:goldendstone, Gold Reinforced End Stone
rbm2:goldendstonebrick, Gold Reinforced End Stone Bricks
rbm2:goldnetherbrick, Gold Reinforced Nether Brick
rbm2:goldnetherrack, Gold Reinforced Netherrack
rbm2:goldpurpur, Gold Reinforced Purpur
rbm2:goldpurpurpillar, Gold Reinforced Purpur Pillar
rbm2:goldquartzblock, Gold Reinforced Block Of Quartz
rbm2:goldsandstonechisled, Gold Reinforced Chiseled Sandstone
rbm2:goldsandstonesmooth, Gold Reinforced Smooth Sandstone
rbm2:goldredsandstonechisled, Gold Reinforced Chiseled Red Sandstone 
rbm2:goldredsandstonesmooth, Gold Reinforced Smooth Red Sandstobe 
rbm2:goldredsandstone, Gold Reinforced Red Sandstone
rbm2:goldstonebrick, Gold Reinforced Stone Bricks
rbm2:goldstonebrickcracked, Gold Reinforced Cracked Stone Bricks
rbm2:goldstonebrickmossy, Gold Reinforced Mossy Stone Bricks
rbm2:goldstonebrickchiseled, Gold Reinforced Chiseled Stone Bricks
rbm2:goldterracotta, Gold Reinforced Terracotta
rbm2:goldterracottawhite, Gold Reinforced White Terracotta
rbm2:goldterracottaorange, Gold Reinforced Orange Terracotta
rbm2:goldterracottamagenta, Gold Reinforced Magenta Terracotta
rbm2:goldterracottalightblue, Gold Reinforced Light Blue Terracotta
rbm2:goldterracottayellow, Gold Reinforced Yellow Terracotta
rbm2:goldterracottalime, Gold Reinforced Lime Terracotta
rbm2:goldterracottapink, Gold Reinforced Pink Terracotta
rbm2:goldterracottagray, Gold Reinforced Gray Terracotta
rbm2:goldterracottalightgray, Gold Reinforced Light Gray Terracotta
rbm2:goldterracottacyan, Gold Reinforced Cyan Terracotta
rbm2:goldterracottapurple, Gold Reinforced Purple Terracotta
rbm2:goldterracottablue, Gold Reinforced Blue Terracotta
rbm2:goldterracottabrown, Gold Reinforced Brown Terracotta
rbm2:goldterracottagreen, Gold Reinforced Green Terracotta
rbm2:goldterracottared, Gold Reinforced Red Terracotta
rbm2:goldterracottablack, Gold Reinforced Black Terracotta
rbm2:diamondoakplanks,  Diamond Reinforced Oak Planks
rbm2:diamondbirchplanks,  Diamond Reinforced Birch Planks
rbm2:diamondspruceplanks,  Diamond Reinforced Spruce Planks
rbm2:diamondjungleplanks,  Diamond Reinforced Jungle Planks
rbm2:diamondacaciaplanks,  Diamond Reinforced Acacia Planks
rbm2:diamonddarkoakplanks,  Diamond Reinforced Dark Oak Planks
rbm2:diamondstone, Diamond Reinforced Stone
rbm2:diamondandesite, Diamond Reinforced Andesite
rbm2:diamondgranite, Diamond Reinforced Granite
rbm2:diamonddorite, Diamond Reinforced Diorite
rbm2:diamondpolishedandesite, Diamond Reinforced Polished Andesite
rbm2:diamondpolishedgranite, Diamond Reinforced Polished Granite
rbm2:diamondpolisheddorite, Diamond Reinforced Polished Diorite
rbm2:diamondcobble, Diamond Reinforced Cobblestone
rbm2:diamondmossycobble, Diamond Reinforced Moss Stone
rbm2:diamondsandstone, Diamond Reinforced Sandstone
rbm2:diamondbricks, Diamond Reinforced Bricks
rbm2:diamondendstone, Diamond Reinforced End Stone
rbm2:diamondendstonebrick, Diamond Reinforced End Stone Bricks
rbm2:diamondnetherbrick, Diamond Reinforced Nether Brick
rbm2:diamondnetherrack, Diamond Reinforced Netherrack
rbm2:diamondpurpur, Diamond Reinforced Purpur
rbm2:diamondpurpurpillar, Diamond Reinforced Purpur Pillar
rbm2:diamondquartzblock, Diamond Reinforced Block Of Quartz
rbm2:diamondsandstonechisled, Diamond Reinforced Chiseled Sandstone
rbm2:diamondsandstonesmooth, Diamond Reinforced Smooth Sandstone
rbm2:diamondredsandstonechisled, Diamond Reinforced Chiseled Red Sandstone 
rbm2:diamondredsandstonesmooth, Diamond Reinforced Smooth Red Sandstobe 
rbm2:diamondredsandstone, Diamond Reinforced Red Sandstone
rbm2:diamondstonebrick, Diamond Reinforced Stone Bricks
rbm2:diamondstonebrickcracked, Diamond Reinforced Cracked Stone Bricks
rbm2:diamondstonebrickmossy, Diamond Reinforced Mossy Stone Bricks
rbm2:diamondstonebrickchiseled, Diamond Reinforced Chiseled Stone Bricks
rbm2:diamondterracotta, Diamond Reinforced Terracotta
rbm2:diamondterracottawhite, Diamond Reinforced White Terracotta
rbm2:diamondterracottaorange, Diamond Reinforced Orange Terracotta
rbm2:diamondterracottamagenta, Diamond Reinforced Magenta Terracotta
rbm2:diamondterracottalightblue, Diamond Reinforced Light Blue Terracotta
rbm2:diamondterracottayellow, Diamond Reinforced Yellow Terracotta
rbm2:diamondterracottalime, Diamond Reinforced Lime Terracotta
rbm2:diamondterracottapink, Diamond Reinforced Pink Terracotta
rbm2:diamondterracottagray, Diamond Reinforced Gray Terracotta
rbm2:diamondterracottalightgray, Diamond Reinforced Light Gray Terracotta
rbm2:diamondterracottacyan, Diamond Reinforced Cyan Terracotta
rbm2:diamondterracottapurple, Diamond Reinforced Purple Terracotta
rbm2:diamondterracottablue, Diamond Reinforced Blue Terracotta
rbm2:diamondterracottabrown, Diamond Reinforced Brown Terracotta
rbm2:diamondterracottagreen, Diamond Reinforced Green Terracotta
rbm2:diamondterracottared, Diamond Reinforced Red Terracotta
rbm2:diamondterracottablack, Diamond Reinforced Black Terracotta
rbm2:emeraldoakplanks,  Emerald Reinforced Oak Planks
rbm2:emeraldbirchplanks,  Emerald Reinforced Birch Planks
rbm2:emeraldspruceplanks,  Emerald Reinforced Spruce Planks
rbm2:emeraldjungleplanks,  Emerald Reinforced Jungle Planks
rbm2:emeraldacaciaplanks,  Emerald Reinforced Acacia Planks
rbm2:emeralddarkoakplanks,  Emerald Reinforced Dark Oak Planks
rbm2:emeraldstone, Emerald Reinforced Stone
rbm2:emeraldandesite, Emerald Reinforced Andesite
rbm2:emeraldgranite, Emerald Reinforced Granite
rbm2:emeralddorite, Emerald Reinforced Diorite
rbm2:emeraldpolishedandesite, Emerald Reinforced Polished Andesite
rbm2:emeraldpolishedgranite, Emerald Reinforced Polished Granite
rbm2:emeraldpolisheddorite, Emerald Reinforced Polished Diorite
rbm2:emeraldcobble, Emerald Reinforced Cobblestone
rbm2:emeraldmossycobble, Emerald Reinforced Moss Stone
rbm2:emeraldsandstone, Emerald Reinforced Sandstone
rbm2:emeraldbricks, Emerald Reinforced Bricks
rbm2:emeraldendstone, Emerald Reinforced End Stone
rbm2:emeraldendstonebrick, Emerald Reinforced End Stone Bricks
rbm2:emeraldnetherbrick, Emerald Reinforced Nether Brick
rbm2:emeraldnetherrack, Emerald Reinforced Netherrack
rbm2:emeraldpurpur, Emerald Reinforced Purpur
rbm2:emeraldpurpurpillar, Emerald Reinforced Purpur Pillar
rbm2:emeraldquartzblock, Emerald Reinforced Block Of Quartz
